protein_id	group_id
Q9BPU6	UniRef50_Q9BPU6
Q9BPU9	UniRef50_Q9BPU9
Q9BPV8	UniRef50_Q9BPV8
Q9BPW8	UniRef50_Q9BPW8
Q9BPW9	UniRef50_Q9BPW9
Q9BPX1	UniRef50_Q9BPX1
Q9BPX3	UniRef50_Q9BPX3
Q9BPX5	UniRef50_Q9BPX5
Q9BPX6	UniRef50_Q9BPX6
Q9BPY8	UniRef50_Q9BPY8
Q9BPZ2	UniRef50_Q61142-2
Q9BPZ3	UniRef50_Q9BPZ3
Q9BPZ7	UniRef50_Q9BPZ7
Q9BQ04	UniRef50_Q9BQ04
Q9BQ15	UniRef50_Q9BQ15
Q9BQ16	UniRef50_Q9BQ16
Q9BQ31	UniRef50_Q9BQ31
Q9BQ48	UniRef50_Q9BQ48
Q9BQ50	UniRef50_Q9BQ50
Q9BQ51	UniRef50_Q9BQ51
Q9BQ52	UniRef50_Q9BQ52
Q9BQ61	UniRef50_Q9BQ61
Q9BQ65	UniRef50_Q9BQ65
Q9BQ66	UniRef50_Q9BQ66
Q9BQ67	UniRef50_Q9BQ67
Q9BQ69	UniRef50_Q9BQ69
Q9BQ70	UniRef50_Q9BQ70
Q9BQ83	UniRef50_Q9BQ83
Q9BQ90	UniRef50_Q9BQ90
Q9BQ95	UniRef50_Q9BQ95
Q9BQA1	UniRef50_Q9BQA1
Q9BQA5	UniRef50_Q9BQA5
Q9BQA9	UniRef50_Q9BQA9
Q9BQB4	UniRef50_Q9BQB4
Q9BQB6	UniRef50_Q9BQB6
Q9BQC3	UniRef50_Q9BQC3
Q9BQC6	UniRef50_Q9BQC6
Q9BQD1	UniRef50_Q16048
Q9BQD3	UniRef50_Q9BQD3
Q9BQD7	UniRef50_Q9BQD7
Q9BQE4	UniRef50_Q9BQE4
Q9BQE5	UniRef50_O14791
Q9BQE9	UniRef50_Q9BQE9
Q9BQF6	UniRef50_Q9BQF6
Q9BQG0	UniRef50_Q9BQG0
Q9BQG1	UniRef50_P40748
Q9BQG2	UniRef50_Q9BQG2
Q9BQI0	UniRef50_Q9BQI0
Q9BQI3	UniRef50_Q9BQI3
Q9BQI4	UniRef50_Q9D6Y1
Q9BQI5	UniRef50_Q9BQI5
Q9BQI6	UniRef50_Q9BQI6
Q9BQI7	UniRef50_Q6P1I6
Q9BQI9	UniRef50_Q9JHR9
Q9BQK8	UniRef50_Q9BQK8
Q9BQL6	UniRef50_Q96AC1
Q9BQP7	UniRef50_Q9BQP7
Q9BQQ3	UniRef50_Q9BQQ3
Q9BQQ7	UniRef50_Q9BQQ7
Q9BQS2	UniRef50_Q9BQS2
Q9BQS7	UniRef50_Q9BQS7
Q9BQS8	UniRef50_Q9BQS8
Q9BQT8	UniRef50_Q9BQT8
Q9BQT9	UniRef50_Q9BQT9
Q9BQW3	UniRef50_Q9BQW3
Q9BQY9	UniRef50_Q9BQY9
Q9BR01	UniRef50_Q9BR01
Q9BR09	UniRef50_Q9D0S4
Q9BR26	UniRef50_Q9BR26
Q9BR39	UniRef50_Q9BR39
Q9BR61	UniRef50_Q9BR61
Q9BR76	UniRef50_Q9BR76
Q9BRA0	UniRef50_Q9BRA0
Q9BRA2	UniRef50_Q9BRA2
Q9BRB3	UniRef50_Q9BRB3
Q9BRC7	UniRef50_Q9BRC7
Q9BRD0	UniRef50_Q9BRD0
Q9BRF8	UniRef50_Q9BRF8
Q9BRG1	UniRef50_Q9BRG1
Q9BRG2	UniRef50_Q9BRG2
Q9BRI3	UniRef50_Q9BRI3
Q9BRJ6	UniRef50_Q9BRJ6
Q9BRJ7	UniRef50_Q9BRJ7
Q9BRJ9	UniRef50_P97309
Q9BRK0	UniRef50_Q9BRK0
Q9BRK3	UniRef50_Q9BRK3
Q9BRK5	UniRef50_Q9BRK5
Q9BRN9	UniRef50_Q9BRN9
Q9BRP0	UniRef50_Q8CIV7
Q9BRP4	UniRef50_Q9BRP4
Q9BRP7	UniRef50_Q9BRP7
Q9BRP8	UniRef50_Q9BRP8
Q9BRQ0	UniRef50_Q9BRQ0
Q9BRQ3	UniRef50_Q9BRQ3
Q9BRQ5	UniRef50_Q9BRQ5
Q9BRQ6	UniRef50_Q9BRQ6
Q9BRQ8	UniRef50_Q9BRQ8
Q9BRR0	UniRef50_Q9BRR0
Q9BRR3	UniRef50_Q9BRR3
Q9BRR6	UniRef50_Q9BRR6
Q9BRR9	UniRef50_Q9BRR9
Q9BRS2	UniRef50_Q9BRS2
Q9BRS8	UniRef50_Q9BRS8
Q9BRT2	UniRef50_Q9BRT2
Q9BRT3	UniRef50_Q9BRT3
Q9BRT6	UniRef50_Q9D945
Q9BRT8	UniRef50_Q9BRT8
Q9BRT9	UniRef50_Q9BRT9
Q9BRU9	UniRef50_Q9BRU9
Q9BRV3	UniRef50_Q9BRV3
Q9BRV8	UniRef50_Q9BRV8
Q9BRX2	UniRef50_Q9BRX2
Q9BRX5	UniRef50_Q9BRX5
Q9BRX8	UniRef50_Q9BRX8
Q9BRY0	UniRef50_Q9BRY0
Q9BRZ2	UniRef50_Q9BRZ2
Q9BS16	UniRef50_Q9BS16
Q9BS18	UniRef50_Q9BS18
Q9BS26	UniRef50_Q9BS26
Q9BS40	UniRef50_Q9BS40
Q9BS86	UniRef50_Q9BS86
Q9BS91	UniRef50_Q9BS91
Q9BSA4	UniRef50_Q9BSA4
Q9BSA9	UniRef50_Q9BSA9
Q9BSB4	UniRef50_Q9BSB4
Q9BSC4	UniRef50_Q9BSC4
Q9BSD3	UniRef50_Q9BSD3
Q9BSE2	UniRef50_Q9BSE2
Q9BSE5	UniRef50_Q9BSE5
Q9BSF4	UniRef50_Q9BSF4
Q9BSF8	UniRef50_Q9BSF8
Q9BSG5	UniRef50_Q9BSG5
Q9BSH4	UniRef50_Q9BSH4
Q9BSI4	UniRef50_Q9BSI4
Q9BSJ2	UniRef50_Q9BSJ2
Q9BSJ5	UniRef50_Q9BSJ5
Q9BSJ8	UniRef50_Q9BSJ8
Q9BSK0	UniRef50_Q9BSK0
Q9BSK2	UniRef50_Q9BSK2
Q9BSK4	UniRef50_Q9BSK4
Q9BSL1	UniRef50_Q9BSL1
Q9BSM1	UniRef50_Q9BSM1
Q9BSN7	UniRef50_Q9BSN7
Q9BSQ5	UniRef50_Q9BSQ5
Q9BSR8	UniRef50_Q9BSR8
Q9BST9	UniRef50_Q9BST9
Q9BSU1	UniRef50_Q9BSU1
Q9BSU3	UniRef50_Q9BSU3
Q9BSV6	UniRef50_Q9BSV6
Q9BSW2	UniRef50_Q9BSW2
Q9BSW7	UniRef50_Q9BSW7
Q9BSY9	UniRef50_Q9BSY9
Q9BT04	UniRef50_Q3UYI6
Q9BT17	UniRef50_Q9BT17
Q9BT22	UniRef50_Q9BT22
Q9BT23	UniRef50_Q9BT23
Q9BT25	UniRef50_Q9BT25
Q9BT30	UniRef50_Q9BT30
Q9BT40	UniRef50_Q9BT40
Q9BT43	UniRef50_Q9BT43
Q9BT49	UniRef50_Q9BT49
Q9BT56	UniRef50_Q9BT56
Q9BT67	UniRef50_Q9BT67
Q9BT73	UniRef50_Q9BT73
Q9BT78	UniRef50_Q9BT78
Q9BT81	UniRef50_Q9BT81
Q9BT88	UniRef50_Q9BT88
Q9BT92	UniRef50_Q9BT92
Q9BTA9	UniRef50_Q9BTA9
Q9BTC8	UniRef50_Q9BTC8
Q9BTD8	UniRef50_Q9BTD8
Q9BTE0	UniRef50_Q9BTE0
Q9BTE1	UniRef50_Q9BTE1
Q9BTE3	UniRef50_Q9BTE3
Q9BTE6	UniRef50_Q9BTE6
Q9BTE7	UniRef50_Q9BTE7
Q9BTF0	UniRef50_Q9BTF0
Q9BTK6	UniRef50_Q9BTK6
Q9BTL3	UniRef50_Q9BTL3
Q9BTL4	UniRef50_Q9BTL4
Q9BTM9	UniRef50_Q9BTM9
Q9BTN0	UniRef50_B0BNK7
Q9BTP6	UniRef50_Q9BTP6
Q9BTP7	UniRef50_Q9BTP7
Q9BTT0	UniRef50_P97822-2
Q9BTT4	UniRef50_Q9BTT4
Q9BTU6	UniRef50_Q9BTU6
Q9BTV4	UniRef50_Q9BTV4
Q9BTV5	UniRef50_Q9BTV5
Q9BTV6	UniRef50_Q9BTV6
Q9BTW9	UniRef50_Q9BTW9
Q9BTX1	UniRef50_Q9BTX1
Q9BTX3	UniRef50_Q9BTX3
Q9BTY2	UniRef50_Q9BTY2
Q9BTZ2	UniRef50_Q9BTZ2
Q9BU02	UniRef50_Q9BU02
Q9BU19	UniRef50_Q9BU19
Q9BU20	UniRef50_Q9BU20
Q9BU40	UniRef50_Q920C1
Q9BU70	UniRef50_Q9BU70
Q9BU76	UniRef50_Q9BU76
Q9BU89	UniRef50_Q9BU89
Q9BUA3	UniRef50_Q9BUA3
Q9BUB4	UniRef50_Q9BUB4
Q9BUB5	UniRef50_Q9BUB5
Q9BUB7	UniRef50_Q9BUB7
Q9BUE0	UniRef50_Q9BUE0
Q9BUE6	UniRef50_Q9BUE6
Q9BUF7	UniRef50_Q9BUF7
Q9BUH6	UniRef50_Q9BUH6
Q9BUH8	UniRef50_Q9BUH8
Q9BUI4	UniRef50_Q9BUI4
Q9BUJ2	UniRef50_Q9BUJ2
Q9BUK6	UniRef50_Q9BUK6
Q9BUL5	UniRef50_Q9BUL5
Q9BUL8	UniRef50_Q9BUL8
Q9BUL9	UniRef50_Q9BUL9
Q9BUM1	UniRef50_Q9BUM1
Q9BUN8	UniRef50_Q9BUN8
Q9BUP0	UniRef50_Q9BUP0
Q9BUQ8	UniRef50_Q9BUQ8
Q9BUR4	UniRef50_Q9BUR4
Q9BUR5	UniRef50_Q9BUR5
Q9BUT1	UniRef50_Q9BUT1
Q9BUU2	UniRef50_Q9BUU2
Q9BUV0	UniRef50_Q9BUV0
Q9BUV8	UniRef50_Q9BUV8
Q9BUW7	UniRef50_Q9BUW7
Q9BUX1	UniRef50_Q9BUX1
Q9BUZ4	UniRef50_Q9BUZ4
Q9BV10	UniRef50_Q9BV10
Q9BV20	UniRef50_Q9BV20
Q9BV23	UniRef50_Q8R2Y0
Q9BV29	UniRef50_Q9BV29
Q9BV35	UniRef50_Q9BV35
Q9BV36	UniRef50_Q9BV36
Q9BV38	UniRef50_Q9BV38
Q9BV40	UniRef50_Q9BV40
Q9BV44	UniRef50_Q9BV44
Q9BV47	UniRef50_Q9BV47
Q9BV57	UniRef50_Q9BV57
Q9BV68	UniRef50_Q9BV68
Q9BV73	UniRef50_Q9BV73
Q9BV79	UniRef50_Q9BV79
Q9BV81	UniRef50_Q9BV81
Q9BV86	UniRef50_Q9BV86
Q9BV90	UniRef50_Q9BV90
Q9BV94	UniRef50_Q9BV94
Q9BVA0	UniRef50_Q9BVA0
Q9BVA1	UniRef50_Q9BVA1
Q9BVA6	UniRef50_Q9BVA6
Q9BVC3	UniRef50_Q9BVC3
Q9BVC4	UniRef50_Q9BVC4
Q9BVC5	UniRef50_Q9BVC5
Q9BVC6	UniRef50_Q9BVC6
Q9BVG3	UniRef50_Q9BVG3
Q9BVG4	UniRef50_Q9BVG4
Q9BVG8	UniRef50_Q9BVG8
Q9BVG9	UniRef50_Q9BVG9
Q9BVH7	UniRef50_Q9BVH7
Q9BVI0	UniRef50_Q9BVI0
Q9BVI4	UniRef50_Q9BVI4
Q9BVJ7	UniRef50_Q9BVJ7
Q9BVK2	UniRef50_Q9BVK2
Q9BVK6	UniRef50_Q9BVK6
Q9BVK8	UniRef50_Q9BVK8
Q9BVL2	UniRef50_Q9BVL2
Q9BVL4	UniRef50_Q9BVL4
Q9BVM4	UniRef50_Q9BVM4
Q9BVP2	UniRef50_Q9BVP2
Q9BVQ7	UniRef50_Q9BVQ7
Q9BVS4	UniRef50_Q9BVS4
Q9BVS5	UniRef50_Q9BVS5
Q9BVV6	UniRef50_Q9BVV6
Q9BVV7	UniRef50_Q9BVV7
Q9BVW5	UniRef50_Q9BVW5
Q9BW19	UniRef50_Q9QWT9
Q9BW27	UniRef50_Q9BW27
Q9BW30	UniRef50_Q9BW30
Q9BW60	UniRef50_A1L3X0
Q9BW61	UniRef50_Q9BW61
Q9BW62	UniRef50_Q9BW62
Q9BW66	UniRef50_Q9BW66
Q9BW71	UniRef50_Q9BW71
Q9BW72	UniRef50_Q9BW72
Q9BW83	UniRef50_Q9BW83
Q9BW85	UniRef50_Q9BW85
Q9BW91	UniRef50_Q9BW91
Q9BW92	UniRef50_Q9BW92
Q9BWD1	UniRef50_Q9BWD1
Q9BWE0	UniRef50_Q9BWE0
Q9BWF2	UniRef50_Q9BWF2
Q9BWF3	UniRef50_Q9BWF3
Q9BWG6	UniRef50_Q9BWG6
Q9BWH2	UniRef50_Q9BWH2
Q9BWJ5	UniRef50_Q9BWJ5
Q9BWK5	UniRef50_Q9BWK5
Q9BWL3	UniRef50_Q9BWL3
Q9BWM5	UniRef50_Q9BWM5
Q9BWM7	UniRef50_Q9BWM7
Q9BWP8	UniRef50_Q9BWP8
Q9BWQ6	UniRef50_Q9BWQ6
Q9BWQ8	UniRef50_Q9BWQ8
Q9BWS9	UniRef50_Q9BWS9
Q9BWT1	UniRef50_Q9BWT1
Q9BWT3	UniRef50_Q9BWT3
Q9BWT6	UniRef50_Q9BWT6
Q9BWT7	UniRef50_Q9BWT7
Q9BWU1	UniRef50_Q9VT57
Q9BWV1	UniRef50_Q9BWV1
Q9BWV3	UniRef50_Q9BWV3
Q9BWV7	UniRef50_Q9BWV7
Q9BWW9	UniRef50_Q9BWW9
Q9BWX1	UniRef50_Q9DAG9
Q9BWX5	UniRef50_Q9BWX5
Q9BX10	UniRef50_Q9BX10
Q9BX26	UniRef50_Q9BX26
Q9BX40	UniRef50_Q9BX40
Q9BX46	UniRef50_Q9BX46
Q9BX51	UniRef50_Q9BX51
Q9BX59	UniRef50_Q9BX59
Q9BX63	UniRef50_Q9BX63
Q9BX66	UniRef50_Q9BX66
Q9BX67	UniRef50_Q9BX67
Q9BX68	UniRef50_Q9BX68
Q9BX74	UniRef50_Q9BX74
Q9BX79	UniRef50_Q9BX79
Q9BX84	UniRef50_Q9BX84
Q9BX93	UniRef50_Q9BX93
Q9BX95	UniRef50_Q9BX95
Q9BX97	UniRef50_Q9BX97
Q9BXA5	UniRef50_Q9BXA5
Q9BXA6	UniRef50_Q9BXA6
Q9BXA7	UniRef50_Q9BXA7
Q9BXB1	UniRef50_A2ARI4
Q9BXB4	UniRef50_Q9BXB4
Q9BXB5	UniRef50_Q9BXB5
Q9BXB7	UniRef50_Q9BXB7
Q9BXC0	UniRef50_Q9BXC0
Q9BXC1	UniRef50_Q9BXC1
Q9BXC9	UniRef50_Q9BXC9
Q9BXD5	UniRef50_Q9BXD5
Q9BXE9	UniRef50_Q9BXE9
Q9BXF3	UniRef50_Q9BXF3
Q9BXF6	UniRef50_Q9BXF6
Q9BXF9	UniRef50_Q9BXF9
Q9BXH1	UniRef50_Q9BXH1
Q9BXI2	UniRef50_Q9BXI2
Q9BXI3	UniRef50_Q9BXI3
Q9BXI6	UniRef50_Q9BXI6
Q9BXJ1	UniRef50_Q9BXJ1
Q9BXJ3	UniRef50_Q9BXJ3
Q9BXJ4	UniRef50_Q9BXJ4
Q9BXJ7	UniRef50_Q9BXJ7
Q9BXJ8	UniRef50_Q9BXJ8
Q9BXJ9	UniRef50_Q9BXJ9
Q9BXK5	UniRef50_Q9BXK5
Q9BXL6	UniRef50_Q9BXL6
Q9BXL7	UniRef50_Q9BXL7
Q9BXM0	UniRef50_Q9BXM0
Q9BXM7	UniRef50_Q9BXM7
Q9BXN1	UniRef50_Q9BXN1
Q9BXN2	UniRef50_Q9BXN2
Q9BXP2	UniRef50_Q9BXP2
Q9BXP5	UniRef50_Q99MR6
Q9BXR0	UniRef50_Q9BXR0
Q9BXR3	UniRef50_Q9BXR3
Q9BXR5	UniRef50_Q9BXR5
Q9BXR6	UniRef50_Q9BXR6
Q9BXS0	UniRef50_Q9BXS0
Q9BXS1	UniRef50_Q9BXS1
Q9BXS4	UniRef50_Q9BXS4
Q9BXS5	UniRef50_Q9BXS5
Q9BXS6	UniRef50_Q9BXS6
Q9BXS9	UniRef50_Q9BXS9
Q9BXT2	UniRef50_Q9BXT2
Q9BXT4	UniRef50_Q99MV1
Q9BXT5	UniRef50_F8VPN2
Q9BXT6	UniRef50_Q99MV5
Q9BXU0	UniRef50_Q9BXU0
Q9BXU7	UniRef50_Q9BXU7
Q9BXU8	UniRef50_Q9BXU8
Q9BXU9	UniRef50_Q9BXU9
Q9BXV9	UniRef50_Q9BXV9
Q9BXW4	UniRef50_Q9BXW4
Q9BXW6	UniRef50_Q9BXW6
Q9BXW9	UniRef50_Q9BXW9
Q9BXX0	UniRef50_Q9BXX0
Q9BXY0	UniRef50_Q9BXY0
Q9BXY4	UniRef50_Q9BXY4
Q9BXY8	UniRef50_Q9BXY8
Q9BY07	UniRef50_Q9BY07
Q9BY10	UniRef50_Q8CA03
Q9BY11	UniRef50_Q61644
Q9BY12	UniRef50_Q9BY12
Q9BY14	UniRef50_Q9BY14
Q9BY15	UniRef50_Q9BY15
Q9BY21	UniRef50_Q9BY21
Q9BY32	UniRef50_Q9BY32
Q9BY41	UniRef50_Q9BY41
Q9BY42	UniRef50_Q9BY42
Q9BY43	UniRef50_Q9BY43
Q9BY44	UniRef50_Q9BY44
Q9BY49	UniRef50_Q9BY49
Q9BY50	UniRef50_Q9BY50
Q9BY60	UniRef50_Q9BY60
Q9BY64	UniRef50_P16662
Q9BY66	UniRef50_Q9BY66
Q9BY67	UniRef50_Q8R5M8
Q9BY76	UniRef50_Q9BY76
Q9BY77	UniRef50_Q9BY77
Q9BY78	UniRef50_Q9BY78
Q9BY84	UniRef50_Q9BY84
Q9BYB0	UniRef50_Q9BYB0
Q9BYC2	UniRef50_Q9BYC2
Q9BYC5	UniRef50_Q9BYC5
Q9BYC8	UniRef50_Q9BYC8
Q9BYC9	UniRef50_Q9BYC9
Q9BYD1	UniRef50_Q9BYD1
Q9BYD2	UniRef50_Q9BYD2
Q9BYD5	UniRef50_Q9BYD5
Q9BYE0	UniRef50_Q9BYE0
Q9BYE4	UniRef50_Q9BYE4
Q9BYE7	UniRef50_Q9BYE7
Q9BYE9	UniRef50_Q9BYE9
Q9BYF1	UniRef50_Q9BYF1
Q9BYG0	UniRef50_Q9BYG0
Q9BYG3	UniRef50_Q9BYG3
Q9BYG4	UniRef50_Q9BYG4
Q9BYG5	UniRef50_Q9BYG5
Q9BYG8	UniRef50_Q9BYG8
Q9BYH1	UniRef50_Q9BYH1
Q9BYH8	UniRef50_Q9EST8
Q9BYI3	UniRef50_Q9BYI3
Q9BYJ1	UniRef50_Q9BYJ1
Q9BYJ9	UniRef50_Q9BYJ9
Q9BYK8	UniRef50_Q9BYK8
Q9BYM8	UniRef50_Q9BYM8
Q9BYN0	UniRef50_Q9BYN0
Q9BYN8	UniRef50_Q9BYN8
Q9BYP7	UniRef50_Q9BYP7
Q9BYQ6	UniRef50_Q9BYQ6
Q9BYQ8	UniRef50_Q9BYQ8
Q9BYQ9	UniRef50_Q9BYR2
Q9BYR0	UniRef50_Q9BYR0
Q9BYR2	UniRef50_Q9BYR2
Q9BYR3	UniRef50_Q9BYR3
Q9BYR4	UniRef50_Q9BYR4
Q9BYR5	UniRef50_Q9BYR5
Q9BYT1	UniRef50_Q9BYT1
Q9BYT3	UniRef50_Q9BYT3
Q9BYT9	UniRef50_Q9BYT9
Q9BYV1	UniRef50_Q9BYV1
Q9BYV2	UniRef50_Q9BYV2
Q9BYV6	UniRef50_Q9BYV6
Q9BYV7	UniRef50_Q9BYV7
Q9BYV8	UniRef50_Q9BYV8
Q9BYV9	UniRef50_Q9BYV9
Q9BYW1	UniRef50_Q9BYW1
Q9BYW2	UniRef50_Q9BYW2
Q9BYX2	UniRef50_Q9BYX2
Q9BYX4	UniRef50_Q9BYX4
Q9BYX7	UniRef50_Q9BYX7
Q9BYZ2	UniRef50_Q9BYZ2
Q9BYZ6	UniRef50_Q9BYZ6
Q9BYZ8	UniRef50_Q9BYZ8
Q9BZ23	UniRef50_Q9BZ23
Q9BZ29	UniRef50_Q9BZ29
Q9BZ67	UniRef50_Q9BZ67
Q9BZ71	UniRef50_Q9BZ71
Q9BZ72	UniRef50_Q9BZ72
Q9BZ95	UniRef50_Q9BZ95
Q9BZB8	UniRef50_Q9BZB8
Q9BZC1	UniRef50_Q9BZC1
Q9BZC7	UniRef50_Q9BZC7
Q9BZD2	UniRef50_Q9BZD2
Q9BZD4	UniRef50_Q9BZD4
Q9BZD6	UniRef50_Q9BZD6
Q9BZD7	UniRef50_Q9BZD7
Q9BZE0	UniRef50_Q9BZE0
Q9BZE1	UniRef50_Q9BZE1
Q9BZE2	UniRef50_Q9BZE2
Q9BZE4	UniRef50_Q9BZE4
Q9BZF1	UniRef50_Q9BZF1
Q9BZF2	UniRef50_Q9BZF2
Q9BZF3	UniRef50_Q9BZF3
Q9BZF9	UniRef50_Q8CGB3
Q9BZG1	UniRef50_Q64008
Q9BZG2	UniRef50_Q9BZG2
Q9BZG8	UniRef50_Q9BZG8
Q9BZH6	UniRef50_Q9BZH6
Q9BZI7	UniRef50_Q9BZI7
Q9BZJ0	UniRef50_Q9BZJ0
Q9BZJ4	UniRef50_Q9BZJ4
Q9BZJ7	UniRef50_Q9BZJ7
Q9BZJ8	UniRef50_Q9BZJ8
Q9BZK7	UniRef50_Q9BZK7
Q9BZL1	UniRef50_Q9BZL1
Q9BZL4	UniRef50_Q9BZL4
Q9BZL6	UniRef50_Q9BZL6
Q9BZM1	UniRef50_Q9BZM1
Q9BZM2	UniRef50_Q9QZT4
Q9BZM4	UniRef50_Q9BZM5
Q9BZM5	UniRef50_Q9BZM5
Q9BZM6	UniRef50_Q9BZM5
Q9BZP6	UniRef50_Q9BZP6
Q9BZQ2	UniRef50_Q9BZQ2
Q9BZQ4	UniRef50_Q9BZQ4
Q9BZQ6	UniRef50_Q9BZQ6
Q9BZR6	UniRef50_Q9BZR6
Q9BZR8	UniRef50_Q9BZR8
Q9BZR9	UniRef50_Q9BZR9
Q9BZS1	UniRef50_Q9BZS1
Q9BZV1	UniRef50_Q9BZV1
Q9BZV2	UniRef50_Q9BZV2
Q9BZV3	UniRef50_Q9BZV3
Q9BZW2	UniRef50_Q07782
Q9BZW4	UniRef50_Q9BZW4
Q9BZW8	UniRef50_Q9BZW8
Q9BZX2	UniRef50_Q9BZX2
Q9BZX4	UniRef50_Q9HAT0
Q9BZY9	UniRef50_Q9BZY9
Q9BZZ2	UniRef50_Q62230
Q9BZZ5	UniRef50_Q9BZZ5
Q9C000	UniRef50_Q9C000
Q9C004	UniRef50_Q9C004
Q9C005	UniRef50_Q9C005
Q9C010	UniRef50_Q9C010
Q9C019	UniRef50_Q9C019
Q9C029	UniRef50_Q9C029
Q9C030	UniRef50_Q9C030
Q9C035	UniRef50_Q9C035
Q9C056	UniRef50_Q9C056
Q9C075	UniRef50_Q9C075
Q9C086	UniRef50_Q9C086
Q9C093	UniRef50_Q9C093
Q9C0A0	UniRef50_Q99P47
Q9C0A1	UniRef50_Q9C0A1
Q9C0A6	UniRef50_Q9C0A6
Q9C0B0	UniRef50_Q8BL48
Q9C0B1	UniRef50_Q9C0B1
Q9C0B2	UniRef50_Q9C0B2
Q9C0B5	UniRef50_Q9C0B5
Q9C0B6	UniRef50_Q6DFY8
Q9C0C2	UniRef50_Q9C0C2
Q9C0C4	UniRef50_Q64151
Q9C0C6	UniRef50_Q8R0W1
Q9C0C7	UniRef50_Q9C0C7
Q9C0C9	UniRef50_Q9C0C9
Q9C0D0	UniRef50_Q9C0D0
Q9C0D2	UniRef50_Q9C0D2
Q9C0D3	UniRef50_Q9C0D3
Q9C0D5	UniRef50_Q9C0D5
Q9C0D6	UniRef50_Q3ULZ2
Q9C0D7	UniRef50_Q9C0D7
Q9C0D9	UniRef50_Q9C0D9
Q9C0E2	UniRef50_Q9C0E2
Q9C0E4	UniRef50_Q9WTW1
Q9C0E8	UniRef50_Q9C0E8
Q9C0F0	UniRef50_Q9C0F0
Q9C0F1	UniRef50_Q9C0F1
Q9C0G6	UniRef50_Q9C0G6
Q9C0H2	UniRef50_Q9C0H2
Q9C0H5	UniRef50_Q9C0H5
Q9C0H6	UniRef50_Q96PQ7
Q9C0H9	UniRef50_Q9C0H9
Q9C0I1	UniRef50_Q9C0I1
Q9C0J1	UniRef50_Q9C0J1
Q9C0J8	UniRef50_Q9C0J8
Q9C0J9	UniRef50_Q9C0J9
Q9C0K0	UniRef50_Q9C0K0
Q9C0K1	UniRef50_Q9C0K1
Q9C0K7	UniRef50_Q9C0K7
Q9C0L9	UniRef50_Q9C0L9
Q9C0N3	UniRef50_Q9C0N3
Q9C0U6	UniRef50_Q9C0U6
Q9C0U7	UniRef50_Q9C0U7
Q9C0U9	UniRef50_Q9C0U9
Q9C0V1	UniRef50_Q9C0V1
Q9C0V7	UniRef50_Q9C0V7
Q9C0V8	UniRef50_Q9C0U9
Q9C0W0	UniRef50_Q9C0W0
Q9C0W1	UniRef50_Q9C0W1
Q9C0W2	UniRef50_Q9C0W2
Q9C0W3	UniRef50_Q9C0W3
Q9C0W7	UniRef50_Q9C0W7
Q9C0W8	UniRef50_Q9C0W8
Q9C0W9	UniRef50_Q9C0W9
Q9C0X2	UniRef50_Q9C0X2
Q9C0X5	UniRef50_Q9C0X5
Q9C0X6	UniRef50_Q9C0X6
Q9C0X9	UniRef50_Q9C0X9
Q9C0Y2	UniRef50_Q9C0Y2
Q9C0Y4	UniRef50_Q9C0Y4
Q9C0Y9	UniRef50_Q9C0Y9
Q9C0Z0	UniRef50_Q9C0Z0
Q9C0Z3	UniRef50_Q9C0Z3
Q9C0Z4	UniRef50_Q9C0Z4
Q9C0Z8	UniRef50_Q9C0Z8
Q9C0Z9	UniRef50_Q9C0Z9
Q9C100	UniRef50_Q9C100
Q9C102	UniRef50_Q03460
Q9C103	UniRef50_Q9C103
Q9C104	UniRef50_Q9C104
Q9C105	UniRef50_Q9C105
Q9C106	UniRef50_Q9C106
Q9C107	UniRef50_Q9C107
Q9C115	UniRef50_Q9C115
Q9C117	UniRef50_Q9C117
Q9C168	UniRef50_Q9C168
Q9C169	UniRef50_Q877A8
Q9C1E8	UniRef50_Q9C1E8
Q9C1K6	UniRef50_O80448
Q9C1K8	UniRef50_Q9C1K8
Q9C1M7	UniRef50_Q9C1M7
Q9C1W3	UniRef50_Q9C1W3
Q9C1W5	UniRef50_Q9C1W5
Q9C1W7	UniRef50_Q9C1W7
Q9C1W8	UniRef50_Q9C1W8
Q9C1W9	UniRef50_Q9C1W9
Q9C1X0	UniRef50_Q9C1X0
Q9C1X1	UniRef50_Q9C1X1
Q9C1X2	UniRef50_Q9C1X2
Q9C1X5	UniRef50_Q9C1X5
Q9C224	UniRef50_Q0USL4
Q9C239	UniRef50_Q9C239
Q9C245	UniRef50_Q9C245
Q9C270	UniRef50_Q9C270
Q9C284	UniRef50_Q9C284
Q9C285	UniRef50_P0CX53
Q9C291	UniRef50_G0RYR3
Q9C2D4	UniRef50_Q9C2D4
Q9C2H9	UniRef50_Q9C2H9
Q9C2I5	UniRef50_Q4WP10
Q9C2L8	UniRef50_G4MYS1
Q9C2M6	UniRef50_Q9C2M6
Q9C2N1	UniRef50_Q9C2N1
Q9C2R2	UniRef50_Q9C2R2
Q9C2Z0	UniRef50_Q00645
Q9C3Y4	UniRef50_Q09914
Q9C446	UniRef50_Q9C446
Q9C447	UniRef50_Q9C447
Q9C448	UniRef50_A0A140JWT3
Q9C449	UniRef50_Q9C449
Q9C450	UniRef50_Q9C450
Q9C451	UniRef50_Q9C451
Q9C467	UniRef50_Q9C467
Q9C4B1	UniRef50_Q8NK89
Q9C4B4	UniRef50_Q9C4B4
